id,name,object_type,diameter_m,velocity_km_s,distance_km,is_hazardous,kinetic_energy_mt,threat_level,size_category,period_years,eccentricity,inclination_deg,moid_au,is_asteroid,is_comet
comet-73P_Schwassmann_Wachmann_3_AE,73P/Schwassmann-Wachmann 3-AE,comet,1090,0,140480057,0,0,1,huge,5.45,0.6967256567,11.41469069,0.040753,0,1
comet-73P_Schwassmann_Wachmann_3_AF,73P/Schwassmann-Wachmann 3-AF,comet,992,0,140799259,0,0,1,large,4.96,0.6762990182,11.23973276,0.039428,0,1
comet-73P_Schwassmann_Wachmann_3_AG,73P/Schwassmann-Wachmann 3-AG,comet,1084,0,140478272,0,0,1,huge,5.42,0.6957811465,11.40758964,0.040779,0,1
comet-73P_Schwassmann_Wachmann_3_AH,73P/Schwassmann-Wachmann 3-AH,comet,1078,0,141068790,0,0,1,huge,5.39,0.6933582332,11.33063244,0.040154,0,1
comet-73P_Schwassmann_Wachmann_3_AI,73P/Schwassmann-Wachmann 3-AI,comet,1098,0,140455656,0,0,1,huge,5.49,0.6982511274,11.43065377,0.04071,0,1
comet-73P_Schwassmann_Wachmann_3_AJ,73P/Schwassmann-Wachmann 3-AJ,comet,2028,0,140035590,0,0,1,huge,10.14,0.8001952857,12.14931754,0.046608,0,1
comet-73P_Schwassmann_Wachmann_3_AK,73P/Schwassmann-Wachmann 3-AK,comet,1070,0,140278703,0,0,1,huge,5.35,0.6933582332,11.42949727,0.040319,0,1
comet-73P_Schwassmann_Wachmann_3_AL,73P/Schwassmann-Wachmann 3-AL,comet,1106,0,140437781,0,0,1,huge,5.53,0.6998428235,11.44393328,0.040892,0,1
comet-73P_Schwassmann_Wachmann_3_AM,73P/Schwassmann-Wachmann 3-AM,comet,1058,0,139266217,0,0,1,huge,5.29,0.6933582332,11.54419805,0.04092,0,1
comet-73P_Schwassmann_Wachmann_3_AN,73P/Schwassmann-Wachmann 3-AN,comet,1080,0,140472000,0,0,1,huge,5.4,0.6947569553,11.40514157,0.040601,0,1
comet-73P_Schwassmann_Wachmann_3_AO,73P/Schwassmann-Wachmann 3-AO,comet,1076,0,140734221,0,0,1,huge,5.38,0.6937687739,11.32588494,0.040747,0,1
comet-73P_Schwassmann_Wachmann_3_AP,73P/Schwassmann-Wachmann 3-AP,comet,1116,0,140434317,0,0,1,huge,5.58,0.7014300924,11.46590929,0.040996,0,1
comet-73P_Schwassmann_Wachmann_3_AQ,73P/Schwassmann-Wachmann 3-AQ,comet,1086,0,140473363,0,0,1,huge,5.43,0.6959119088,11.41369562,0.04079,0,1
comet-73P_Schwassmann_Wachmann_3_AR,73P/Schwassmann-Wachmann 3-AR,comet,1086,0,140503032,0,0,1,huge,5.43,0.695799013,11.40652255,0.040648,0,1
comet-73P_Schwassmann_Wachmann_3_AS,73P/Schwassmann-Wachmann 3-AS,comet,1112,0,140446573,0,0,1,huge,5.56,0.7009701053,11.46096714,0.041109,0,1
comet-73P_Schwassmann_Wachmann_3_AT,73P/Schwassmann-Wachmann 3-AT,comet,1040,0,140566466,0,0,1,huge,5.2,0.6869322275,11.33462061,0.040208,0,1
comet-73P_Schwassmann_Wachmann_3_AU,73P/Schwassmann-Wachmann 3-AU,comet,1070,0,140516975,0,0,1,huge,5.35,0.6928223535,11.38220585,0.040499,0,1
comet-73P_Schwassmann_Wachmann_3_AV,73P/Schwassmann-Wachmann 3-AV,comet,1072,0,140476034,0,0,1,huge,5.36,0.6933582332,11.3951153,0.040526,0,1
comet-73P_Schwassmann_Wachmann_3_AW,73P/Schwassmann-Wachmann 3-AW,comet,994,0,140660558,0,0,1,large,4.97,0.6773014639,11.23959642,0.039791,0,1
comet-73P_Schwassmann_Wachmann_3_AX,73P/Schwassmann-Wachmann 3-AX,comet,1066,0,140324230,0,0,1,huge,5.33,0.6924701264,11.42778528,0.040309,0,1
comet-73P_Schwassmann_Wachmann_3_AY,73P/Schwassmann-Wachmann 3-AY,comet,984,0,140650931,0,0,1,large,4.92,0.675089956,11.22586964,0.039663,0,1
comet-73P_Schwassmann_Wachmann_3_AZ,73P/Schwassmann-Wachmann 3-AZ,comet,984,0,140669537,0,0,1,large,4.92,0.6750699862,11.22070941,0.039697,0,1
comet-73P_Schwassmann_Wachmann_3_BA,73P/Schwassmann-Wachmann 3-BA,comet,1018,0,140659067,0,0,1,huge,5.09,0.6824329214,11.27075096,0.040053,0,1
comet-73P_Schwassmann_Wachmann_3_BB,73P/Schwassmann-Wachmann 3-BB,comet,1022,0,140984111,0,0,1,huge,5.11,0.6824329214,11.19018461,0.040143,0,1
comet-73P_Schwassmann_Wachmann_3_BC,73P/Schwassmann-Wachmann 3-BC,comet,1110,0,140443589,0,0,1,huge,5.55,0.7004675151,11.45870615,0.040954,0,1
comet-73P_Schwassmann_Wachmann_3_BD,73P/Schwassmann-Wachmann 3-BD,comet,1028,0,141542861,0,0,1,huge,5.14,0.6824392137,10.97454826,0.040389,0,1
comet-73P_Schwassmann_Wachmann_3_BE,73P/Schwassmann-Wachmann 3-BE,comet,1018,0,140535432,0,0,1,huge,5.09,0.6824392137,11.3165548,0.039983,0,1
comet-73P_Schwassmann_Wachmann_3_BF,73P/Schwassmann-Wachmann 3-BF,comet,1034,0,140558314,0,0,1,huge,5.17,0.6856738995,11.32197626,0.040397,0,1
comet-73P_Schwassmann_Wachmann_3_BG,73P/Schwassmann-Wachmann 3-BG,comet,1028,0,140523538,0,0,1,huge,5.14,0.6847548055,11.32450054,0.040107,0,1
comet-73P_Schwassmann_Wachmann_3_BH,73P/Schwassmann-Wachmann 3-BH,comet,1018,0,140594509,0,0,1,huge,5.09,0.6824392137,11.28940623,0.040047,0,1
comet-73P_Schwassmann_Wachmann_3_BI,73P/Schwassmann-Wachmann 3-BI,comet,1018,0,140586858,0,0,1,huge,5.09,0.6824626795,11.30045753,0.040062,0,1
comet-73P_Schwassmann_Wachmann_3_BJ,73P/Schwassmann-Wachmann 3-BJ,comet,1060,0,140510237,0,0,1,huge,5.3,0.6910944882,11.37022892,0.040461,0,1
comet-73P_Schwassmann_Wachmann_3_BK,73P/Schwassmann-Wachmann 3-BK,comet,1062,0,140512289,0,0,1,huge,5.31,0.6915428054,11.37077721,0.040494,0,1
comet-73P_Schwassmann_Wachmann_3_BL,73P/Schwassmann-Wachmann 3-BL,comet,1088,0,140487310,0,0,1,huge,5.44,0.6962237189,11.4093615,0.040742,0,1
comet-73P_Schwassmann_Wachmann_3_BM,73P/Schwassmann-Wachmann 3-BM,comet,1018,0,140585626,0,0,1,huge,5.09,0.6824392137,11.29433257,0.040041,0,1
comet-73P_Schwassmann_Wachmann_3_BN,73P/Schwassmann-Wachmann 3-BN,comet,1064,0,140500188,0,0,1,huge,5.32,0.6917715065,11.37744926,0.040649,0,1
comet-73P_Schwassmann_Wachmann_3_BO,73P/Schwassmann-Wachmann 3-BO,comet,1064,0,140505173,0,0,1,huge,5.32,0.6918275631,11.37615727,0.040677,0,1
comet-73P_Schwassmann_Wachmann_3_BP,73P/Schwassmann-Wachmann 3-BP,comet,1018,0,140589576,0,0,1,huge,5.09,0.6824534537,11.29077484,0.040186,0,1
