asteroid_id,asteroid_name,approach_date,approach_date_full,velocity_km_s,distance_km,is_hazardous
54545787,(2025 SW),2025-09-25,2025-Sep-25 15:56,8.0796110472,1599906.674015772,false
54546843,(2025 SB4),2025-09-25,2025-Sep-25 15:29,17.5840561895,1406474.099901769,false
54546919,(2025 SA5),2025-09-25,2025-Sep-25 15:44,5.7074645752,7590623.973400625,false
54547728,(2025 SP10),2025-09-25,2025-Sep-25 00:09,11.3470671634,4804049.100169163,false
54548203,(2025 SN12),2025-09-25,2025-Sep-25 03:05,11.7201835024,10459420.453946812,false
54549116,(2025 SM22),2025-09-25,2025-Sep-25 07:03,14.1986781306,1042619.542525044,false
54550510,(2025 SH38),2025-09-25,2025-Sep-25 08:50,4.4182281678,22357476.85938946,false
54550498,(2025 TJ),2025-09-25,2025-Sep-25 06:49,11.7447075299,6183361.657281613,false
3388408,(2007 TE71),2025-09-24,2025-Sep-24 14:35,10.6055649342,33294953.014697623,false
3581669,(2011 TX8),2025-09-24,2025-Sep-24 11:13,37.8763092063,73006767.85118167,true
3791345,(2017 XV60),2025-09-24,2025-Sep-24 21:54,15.3946576158,55099221.33404468,false
3836092,(2018 VO3),2025-09-24,2025-Sep-24 17:48,6.4342506141,47358109.74235244,false
54051304,(2020 QO3),2025-09-24,2025-Sep-24 13:30,13.3560267959,68162744.34513493,false
54202334,(2021 TF1),2025-09-24,2025-Sep-24 02:26,13.6183358885,63558397.555570185,false
54271308,(2022 GT3),2025-09-24,2025-Sep-24 09:37,7.8907675169,28642765.439658154,false
54543087,(2025 QS13),2025-09-24,2025-Sep-24 01:19,7.4060385412,22749396.6503686,false
54544090,(2025 RC1),2025-09-24,2025-Sep-24 21:25,3.398097788,23079750.380415823,false
54545774,(2025 SK),2025-09-24,2025-Sep-24 01:55,12.8003013136,24527058.77475194,false
54546118,(2025 SX),2025-09-24,2025-Sep-24 19:54,5.0491957163,5718697.194293526,false
54546914,(2025 SU4),2025-09-24,2025-Sep-24 08:34,9.1808375627,22380.873577303,false
54547363,(2025 SM6),2025-09-24,2025-Sep-24 07:46,14.2754302265,1696678.140247123,false
54547724,(2025 SU7),2025-09-24,2025-Sep-24 01:00,9.3839339444,71974.5272144,false
54547730,(2025 SR10),2025-09-24,2025-Sep-24 18:20,7.302698962,2090739.873528923,false
54548498,(2025 SD15),2025-09-24,2025-Sep-24 21:29,15.7850021209,2457877.625438964,false
54548502,(2025 SJ15),2025-09-24,2025-Sep-24 04:50,8.1834165236,7774356.636583615,false
54548504,(2025 SN15),2025-09-24,2025-Sep-24 21:52,12.7663298849,1035118.301408995,false
54550569,(2025 TJ1),2025-09-24,2025-Sep-24 18:21,18.7052979916,6157469.317781161,false
2482234,482234 (2011 CG71),2025-09-23,2025-Sep-23 08:33,7.321720445,74357598.948538,false
3429819,(2008 TD2),2025-09-23,2025-Sep-23 01:37,7.0166516649,10316141.134222215,false
3744994,(2016 ED),2025-09-23,2025-Sep-23 11:51,18.0555496528,54204197.06963288,false
3827143,(2018 QT1),2025-09-23,2025-Sep-23 17:40,12.6521404428,5032225.869349388,false
3985571,(2020 AV2),2025-09-23,2025-Sep-23 10:43,9.4992774363,53169998.73528524,false
54132423,(2021 FT1),2025-09-23,2025-Sep-23 05:31,17.4511703093,56849630.97509352,false
54196855,(2021 RN16),2025-09-23,2025-Sep-23 22:07,8.8128746081,3877110.553678358,false
54203016,(2021 TZ2),2025-09-23,2025-Sep-23 03:15,10.3900386262,11366728.842735153,false
54297314,(2021 KA17),2025-09-23,2025-Sep-23 15:28,18.8719925649,41175885.34303835,true
54308092,(2022 SW12),2025-09-23,2025-Sep-23 01:38,17.6241783766,5742247.998013164,true
54376437,(2023 OY4),2025-09-23,2025-Sep-23 21:38,11.4981373163,64673475.050826535,false
54546459,(2025 SM2),2025-09-23,2025-Sep-23 23:06,13.1844470917,2521892.528703848,false
54546619,(2025 SP3),2025-09-23,2025-Sep-23 07:33,12.3435159914,410024.244884836,false
54546620,(2025 SR3),2025-09-23,2025-Sep-23 20:05,24.1562988229,6415172.39808073,false
54546915,(2025 SV4),2025-09-23,2025-Sep-23 20:52,7.3708712332,229857.905163924,false
54546918,(2025 SZ4),2025-09-23,2025-Sep-23 18:46,17.0627800917,1892035.575194629,false
54547354,(2025 SM5),2025-09-23,2025-Sep-23 00:34,14.2925434024,4864518.503995473,false
54547379,(2025 SR7),2025-09-23,2025-Sep-23 12:56,12.3507382596,1388002.921777555,false
54548200,(2025 SK12),2025-09-23,2025-Sep-23 19:37,15.3268328434,300466.095192466,false
54548202,(2025 SL12),2025-09-23,2025-Sep-23 16:11,8.1443261279,10201681.604796525,false
54548505,(2025 SO15),2025-09-23,2025-Sep-23 19:27,6.6751185468,2868976.626301241,false
54549115,(2025 SL22),2025-09-23,2025-Sep-23 06:40,4.7755883687,1273902.337481144,false
3143095,(2002 VU114),2025-09-22,2025-Sep-22 16:47,8.1693309299,66046077.545078,false
3335049,(2006 KN89),2025-09-22,2025-Sep-22 03:48,10.2070600614,21483133.03444604,true
3546703,(2010 SE),2025-09-22,2025-Sep-22 04:19,11.3253183469,18159162.624663923,false
3803760,(2018 GC5),2025-09-22,2025-Sep-22 10:33,6.8822559883,59612634.44497865,false
54130503,(2021 ED2),2025-09-22,2025-Sep-22 05:03,16.8092947197,70365171.17596589,false
54265773,(2022 FX1),2025-09-22,2025-Sep-22 02:04,10.899298796,21287231.25772896,false
54419490,(2024 AV1),2025-09-22,2025-Sep-22 04:46,10.7733576945,24046187.55171847,false
54490515,(2024 TL10),2025-09-22,2025-Sep-22 05:29,4.0688965227,14448146.113070253,false
54537807,(2025 MK91),2025-09-22,2025-Sep-22 04:10,13.4916882001,24261588.049449425,false
54545164,(2025 RO3),2025-09-22,2025-Sep-22 17:21,16.8147947326,3493933.381900314,false
54546133,(2025 RL7),2025-09-22,2025-Sep-22 00:47,15.0062633809,7925427.013377812,false
54546134,(2025 SM1),2025-09-22,2025-Sep-22 09:25,16.0919235332,10653431.014391348,false
54546615,(2025 SK3),2025-09-22,2025-Sep-22 03:19,8.6093100751,2552368.39734323,false
54546846,(2025 SF4),2025-09-22,2025-Sep-22 07:51,8.20114522,6286732.364271848,false
54546909,(2025 SG4),2025-09-22,2025-Sep-22 14:14,10.3551386936,7123079.99077163,false
54546913,(2025 ST4),2025-09-22,2025-Sep-22 19:50,11.7349338918,86971.190089355,false
54547358,(2025 ST5),2025-09-22,2025-Sep-22 03:55,12.9843295177,5360054.118074843,false
54547360,(2025 SV5),2025-09-22,2025-Sep-22 07:17,15.1481548504,663857.811719198,false
54547378,(2025 SQ7),2025-09-22,2025-Sep-22 05:30,15.3918427903,18499846.042755283,false
54549114,(2025 SK22),2025-09-22,2025-Sep-22 07:52,8.1089564542,3763781.505436685,false
54549683,(2025 SB29),2025-09-22,2025-Sep-22 15:46,7.7134805859,4606452.274866479,false
54549685,(2025 SD29),2025-09-22,2025-Sep-22 21:23,8.6509377508,13004995.163219731,false
3137735,(2002 TX59),2025-09-27,2025-Sep-27 17:37,13.4527055857,49723079.5059094,false
3137864,(2002 TS69),2025-09-27,2025-Sep-27 08:54,9.7017607768,40253357.25591068,false
3449749,(2009 DO111),2025-09-27,2025-Sep-27 03:28,5.472990777,18849693.886201993,false
3465534,(2009 PC),2025-09-27,2025-Sep-27 17:29,9.0363840001,52643192.16980701,false
3752783,(2016 JS5),2025-09-27,2025-Sep-27 12:53,19.8909520992,20866923.146627568,false
54137511,(2021 GU12),2025-09-27,2025-Sep-27 00:16,21.1992858078,61771128.64492991,false
54209488,(2021 TO15),2025-09-27,2025-Sep-27 07:22,9.3794720352,50938434.74227416,false
54289177,(2022 MP2),2025-09-27,2025-Sep-27 16:45,4.2900607428,20823968.122868527,false
54356834,(2022 TA41),2025-09-27,2025-Sep-27 00:13,17.1491602586,13058879.47824566,false
54423831,(2024 CS),2025-09-27,2025-Sep-27 00:11,12.5944649109,69111569.22456439,false
54545784,(2025 ST),2025-09-27,2025-Sep-27 07:11,25.4924167197,11044393.678198228,false
54547369,(2025 SW6),2025-09-27,2025-Sep-27 02:00,5.7194115323,941732.997924881,false
54548500,(2025 SG15),2025-09-27,2025-Sep-27 14:33,7.7206258928,350925.112668365,false
54548707,(2025 SN20),2025-09-27,2025-Sep-27 08:37,8.7298457579,2575477.618070202,false
54549694,(2025 TD),2025-09-27,2025-Sep-27 05:23,7.2092858659,826504.326010374,false
54550497,(2025 TH),2025-09-27,2025-Sep-27 00:00,13.8060402243,3756515.477051637,false
54550506,(2025 TN),2025-09-27,2025-Sep-27 19:17,9.2924017907,1211662.56254168,false
54550570,(2025 TL1),2025-09-27,2025-Sep-27 08:05,10.9639274576,4603453.211567654,false
54550572,(2025 TM1),2025-09-27,2025-Sep-27 06:20,9.3846898583,20717976.92494929,false
2358471,358471 (2007 NS4),2025-09-26,2025-Sep-26 23:30,12.2958945876,18694549.854689185,true
3547175,(2010 SX11),2025-09-26,2025-Sep-26 17:34,13.9174644301,37089734.78914719,false
3727181,(2015 RO36),2025-09-26,2025-Sep-26 07:00,26.9308590916,55472210.09800701,false
3771018,(2017 EZ2),2025-09-26,2025-Sep-26 16:41,10.3783417796,38921735.467528924,false
3780766,(2017 QF2),2025-09-26,2025-Sep-26 21:24,8.5570378488,25580026.97433104,false
3825281,(2018 MH),2025-09-26,2025-Sep-26 07:51,5.5630880343,74716042.11712301,false
3830881,(2018 SE2),2025-09-26,2025-Sep-26 13:09,12.6848335398,11264075.278014123,false
54215203,(2021 VF),2025-09-26,2025-Sep-26 23:57,6.4680914742,34923583.781254865,false
54312938,(2022 SX55),2025-09-26,2025-Sep-26 03:18,22.3230464469,50649311.24734381,false
54469548,(2024 RU9),2025-09-26,2025-Sep-26 11:24,15.9258568456,31587182.94037935,false
54487958,(2024 TR4),2025-09-26,2025-Sep-26 20:34,19.9117747233,49195792.64150974,false
54499681,(2024 UP27),2025-09-26,2025-Sep-26 10:40,13.92314207,12083267.574294424,false
54543104,(2025 QX16),2025-09-26,2025-Sep-26 06:38,18.1112202637,27662637.3106497,false
54545438,(2025 RE5),2025-09-26,2025-Sep-26 03:22,7.9364622072,6761908.321595485,false
54546622,(2025 SU3),2025-09-26,2025-Sep-26 05:19,9.8745251807,7037821.008143573,false
54546845,(2025 SD4),2025-09-26,2025-Sep-26 11:51,19.3269488498,1750622.39913956,false
54547380,(2025 SS7),2025-09-26,2025-Sep-26 17:38,5.4637128982,286758.128208839,false
54547739,(2025 SU11),2025-09-26,2025-Sep-26 11:42,13.5382432834,1991981.882222055,false
54548506,(2025 SL15),2025-09-26,2025-Sep-26 02:19,18.9116141399,237180.182348092,false
54548709,(2025 SW20),2025-09-26,2025-Sep-26 11:11,19.1395488851,659954.848170259,false
54549127,(2025 SL27),2025-09-26,2025-Sep-26 22:08,6.1906114175,769514.763117495,false
54550516,(2025 TU),2025-09-26,2025-Sep-26 20:56,11.1832777082,7740297.210807531,false
2385605,385605 (2005 EJ225),2025-09-21,2025-Sep-21 17:07,21.9075583353,27119858.584505823,true
3092281,(2000 XJ44),2025-09-21,2025-Sep-21 17:25,18.9229232949,58362076.914950155,false
3454734,(2009 FX4),2025-09-21,2025-Sep-21 00:20,6.9547771899,66602225.36911039,false
3772995,(2017 FX101),2025-09-21,2025-Sep-21 09:55,11.6520677452,52160533.77581958,false
3835873,(2018 VE),2025-09-21,2025-Sep-21 18:37,9.2822181056,37175528.284964755,false
3838859,(2019 DJ1),2025-09-21,2025-Sep-21 09:41,8.5385506282,22825861.671806578,false
3869331,(2019 SB6),2025-09-21,2025-Sep-21 11:52,5.5073892796,25833246.337190542,false
3989344,(2020 BZ14),2025-09-21,2025-Sep-21 10:46,4.304246077,49346262.57733312,false
54326957,(2022 VM2),2025-09-21,2025-Sep-21 09:02,1.5515080986,40129989.12844712,false
54327900,(2022 WL2),2025-09-21,2025-Sep-21 05:22,12.7407648462,41652887.935234055,false
54483147,(2024 SK3),2025-09-21,2025-Sep-21 20:59,21.4887812259,26778033.166194454,false
54539969,(2025 PJ1),2025-09-21,2025-Sep-21 20:20,11.8494920146,4444966.011735449,false
54541716,(2025 QT4),2025-09-21,2025-Sep-21 05:07,7.0244541717,13984159.388272414,false
54545771,(2025 RE6),2025-09-21,2025-Sep-21 15:33,13.3908888216,2080642.705454125,false
54546137,(2025 SO1),2025-09-21,2025-Sep-21 08:57,11.3724489603,3699466.837959895,false
54546141,(2025 ST1),2025-09-21,2025-Sep-21 00:45,8.046351957,1865967.353478418,false
54546472,(2025 SY2),2025-09-21,2025-Sep-21 05:46,11.3948263279,11983074.041827036,false
54546624,(2025 SX3),2025-09-21,2025-Sep-21 06:54,12.6522009731,10679297.06954604,false
54546910,(2025 SN4),2025-09-21,2025-Sep-21 11:40,10.6479766852,720935.906631543,false
54546921,(2025 SC5),2025-09-21,2025-Sep-21 18:58,12.8837121885,1136292.582552316,false
54546922,(2025 SD5),2025-09-21,2025-Sep-21 13:43,6.5214733045,838935.564932273,false
54194978,(2021 RU7),2025-09-14,2025-Sep-14 07:58,12.3311187211,48514406.17808648,false
54300300,(2022 QS33),2025-09-14,2025-Sep-14 20:10,13.9960446382,62724404.46490612,false
54384198,(2023 RA16),2025-09-14,2025-Sep-14 02:53,14.3100909741,27771200.365230404,false
54385785,(2023 SP2),2025-09-14,2025-Sep-14 20:51,3.3579826863,11295693.730305204,false
54430721,(2024 EP3),2025-09-14,2025-Sep-14 02:01,12.9994958655,37717020.2749494,false
54468782,(2024 RL4),2025-09-14,2025-Sep-14 04:34,12.8990271342,28311892.500283524,false
54524508,(2025 FR5),2025-09-14,2025-Sep-14 21:18,13.0985598725,23076818.47160084,true
54541107,(2025 QR1),2025-09-14,2025-Sep-14 01:35,8.7474268651,7547040.937783323,true
54541327,(2025 QD2),2025-09-14,2025-Sep-14 05:27,5.6454276096,9113539.6398675,false
54542170,(2025 QV6),2025-09-14,2025-Sep-14 00:06,6.8577125118,6932393.614676791,false
54542767,(2025 QD12),2025-09-14,2025-Sep-14 18:24,7.950725897,17312417.542284895,false
54543832,(2025 RJ),2025-09-14,2025-Sep-14 06:57,11.7351948275,11359188.511695672,false
54545003,(2025 RN2),2025-09-14,2025-Sep-14 03:05,16.3454529091,4609009.650454129,false
54545004,(2025 RO2),2025-09-14,2025-Sep-14 02:11,13.7531027315,477047.306999041,false
54545150,(2025 RY2),2025-09-14,2025-Sep-14 06:09,4.2533716303,3676179.595767623,false
54545431,(2025 SB),2025-09-14,2025-Sep-14 00:51,9.562777767,2009901.148924478,false
54545758,(2025 RK5),2025-09-14,2025-Sep-14 18:30,5.1486411753,9334761.020639732,false
54546460,(2025 SN2),2025-09-14,2025-Sep-14 14:27,11.7886942601,522339.273884288,false
54547729,(2025 SQ10),2025-09-14,2025-Sep-14 13:29,15.7961007862,6891371.096202409,false
2455594,455594 (2004 SV55),2025-09-18,2025-Sep-18 17:42,32.3829797962,24770367.802316487,false
3552654,(2010 WU8),2025-09-18,2025-Sep-18 19:02,6.9816690496,9322729.148191584,false
3728565,(2015 SO2),2025-09-18,2025-Sep-18 01:40,16.3494823018,64943242.107277155,false
54209306,(2021 TL14),2025-09-18,2025-Sep-18 13:40,8.6621663629,27862112.71120491,false
54385810,(2023 SP3),2025-09-18,2025-Sep-18 15:25,8.2476883539,34842242.09365169,false
54481742,(2024 SJ1),2025-09-18,2025-Sep-18 15:43,22.3622210115,59559718.22264885,false
54525863,(2025 FA22),2025-09-18,2025-Sep-18 07:42,10.7855582952,842056.146580899,true
54542748,(2025 QB11),2025-09-18,2025-Sep-18 05:47,21.2748242659,26277627.543055106,false
54544994,(2025 RC2),2025-09-18,2025-Sep-18 09:25,18.5552854359,1615208.381907444,false
54545168,(2025 RT3),2025-09-18,2025-Sep-18 00:38,15.1011483738,1021110.001741556,false
54545768,(2025 RB6),2025-09-18,2025-Sep-18 13:37,6.2654604658,14003888.534885459,false
54545440,(2025 SC),2025-09-18,2025-Sep-18 03:41,3.2082730079,465032.488708074,false
54546474,(2025 SZ2),2025-09-18,2025-Sep-18 23:41,12.3433702425,5114127.112825508,false
54546912,(2025 SP4),2025-09-18,2025-Sep-18 06:54,21.7359703562,6911605.988334562,false
54548710,(2025 SZ20),2025-09-18,2025-Sep-18 06:43,8.9886983128,7857239.855438202,false
2467917,467917 (2011 OP24),2025-09-17,2025-Sep-17 14:47,18.7536870046,21791191.6852944,false
3082930,(2001 SY269),2025-09-17,2025-Sep-17 04:32,27.3870435836,54717982.98058141,true
3401426,(2008 CH1),2025-09-17,2025-Sep-17 16:56,18.6255167305,45154315.467311375,false
3735181,(2015 VO142),2025-09-17,2025-Sep-17 13:57,2.8507556026,21544787.507719126,false
3843622,(2019 QU2),2025-09-17,2025-Sep-17 04:01,19.7769620422,15199161.768141204,false
54132075,(2021 FS),2025-09-17,2025-Sep-17 10:50,5.650129469,41993988.89594037,false
54310914,(2022 SK37),2025-09-17,2025-Sep-17 00:35,6.238625047,24252780.370134667,false
54329621,(2022 WX5),2025-09-17,2025-Sep-17 16:21,5.4449678803,62638450.64505128,false
54340431,(2023 BV7),2025-09-17,2025-Sep-17 17:17,7.2986918241,69702013.9310719,false
54524973,(2025 FS10),2025-09-17,2025-Sep-17 11:38,6.4471290991,21610841.08587701,false
54546408,(2025 SA2),2025-09-17,2025-Sep-17 22:58,7.0620951723,5859432.048726654,false
54546623,(2025 SW3),2025-09-17,2025-Sep-17 12:40,8.1153750097,8098050.179699714,false
54547381,(2025 ST7),2025-09-17,2025-Sep-17 07:57,10.3421182191,4091144.115831978,false
54548208,(2025 SS14),2025-09-17,2025-Sep-17 00:33,11.1298851931,5984029.197491189,false
3092339,(2001 SQ263),2025-09-16,2025-Sep-16 09:28,12.0206407483,18321891.35794445,false
3467261,(2009 SL2),2025-09-16,2025-Sep-16 20:29,20.1875872728,55651517.40187902,false
3520758,(2010 HX107),2025-09-16,2025-Sep-16 19:29,11.9429870905,58774835.53962242,false
3836314,(2018 WX1),2025-09-16,2025-Sep-16 18:44,8.2556314574,66616228.91156556,false
54110086,(2021 CB2),2025-09-16,2025-Sep-16 04:37,8.6010060946,51663070.56326569,false
54217963,(2021 VA6),2025-09-16,2025-Sep-16 19:21,14.6670964949,48121744.09743619,false
54230077,(2021 XC6),2025-09-16,2025-Sep-16 18:53,23.1973737517,71354486.82824083,false
54308062,(2022 SY11),2025-09-16,2025-Sep-16 03:45,20.3512816134,54905909.85940644,false
54379927,(2023 RJ),2025-09-16,2025-Sep-16 15:49,18.5694615389,22783817.923472643,false
54386824,(2023 RA35),2025-09-16,2025-Sep-16 08:21,8.8116948226,50971994.51116444,false
54393981,(2023 TQ15),2025-09-16,2025-Sep-16 21:27,3.1242646533,67455247.12932101,false
54412460,(2023 XH),2025-09-16,2025-Sep-16 10:29,5.4444996643,34225203.65803023,false
54542536,(2025 QK9),2025-09-16,2025-Sep-16 19:39,8.4089331535,1594003.332628554,false
54543086,(2025 QP13),2025-09-16,2025-Sep-16 21:38,12.9257612386,14970521.081006324,false
54544995,(2025 RD2),2025-09-16,2025-Sep-16 00:43,6.1228416247,1122719.433169133,false
54545152,(2025 RZ2),2025-09-16,2025-Sep-16 01:46,18.9958527798,203154.386173184,false
54545785,(2025 SU),2025-09-16,2025-Sep-16 22:47,10.2647774598,267419.087961394,false
54546138,(2025 SQ1),2025-09-16,2025-Sep-16 12:00,10.5515618004,11945578.891529383,false
54546402,(2025 SX1),2025-09-16,2025-Sep-16 18:12,10.8631066436,125564.343873446,false
54546410,(2025 SG2),2025-09-16,2025-Sep-16 20:06,8.8616952742,6004486.062942848,false
54547727,(2025 SB9),2025-09-16,2025-Sep-16 16:22,10.3508117573,670296.758360377,false
54548201,(2025 SJ12),2025-09-16,2025-Sep-16 02:26,13.4924760244,1709152.403516434,false
3467394,(2009 SG18),2025-09-15,2025-Sep-15 16:05,34.3334763482,17071549.06933131,true
3831725,(2018 TS4),2025-09-15,2025-Sep-15 04:04,9.7960323936,39846277.590780415,false
3836201,(2018 VL7),2025-09-15,2025-Sep-15 10:06,8.7405477887,26464279.758269016,false
54016324,(2020 FN3),2025-09-15,2025-Sep-15 16:14,4.4688151018,21758492.98678405,false
54175298,(2021 OC1),2025-09-15,2025-Sep-15 18:38,16.215656017,36477484.80182698,false
54202331,(2021 TC1),2025-09-15,2025-Sep-15 02:52,4.8118625526,25270248.695967026,false
54384760,(2023 SZ),2025-09-15,2025-Sep-15 05:16,6.6173683729,20571612.85226593,false
54391019,(2023 TP1),2025-09-15,2025-Sep-15 12:14,22.514990059,66927584.92386553,false
54544999,(2025 RJ2),2025-09-15,2025-Sep-15 20:18,5.427888187,301283.393235637,false
54545165,(2025 RP3),2025-09-15,2025-Sep-15 18:53,10.7834833244,121308.119914289,false
54545766,(2025 RA6),2025-09-15,2025-Sep-15 00:17,7.0340907889,5691359.844087383,false
54545781,(2025 SR),2025-09-15,2025-Sep-15 06:39,14.4302029905,6770491.993059706,false
54546136,(2025 SP1),2025-09-15,2025-Sep-15 04:38,34.7027175596,14282074.735062871,false
54546477,(2025 SC3),2025-09-15,2025-Sep-15 17:32,12.5380889091,1311243.58149014,false
54547733,(2025 SW10),2025-09-15,2025-Sep-15 10:15,21.6103611162,27991447.654431917,true
2162117,162117 (1998 SD15),2025-09-19,2025-Sep-19 02:07,17.2052273398,20499209.53267675,false
3005969,(1994 WR12),2025-09-19,2025-Sep-19 12:37,7.6584964269,59783126.03613028,false
3607823,(2012 QL14),2025-09-19,2025-Sep-19 11:10,12.6733944191,30160436.264641978,false
3727041,(2015 RQ35),2025-09-19,2025-Sep-19 16:53,15.5337003587,66354229.47019831,false
3788124,(2017 UD8),2025-09-19,2025-Sep-19 11:15,13.1749183967,66822592.42636662,false
54276727,(2022 HV2),2025-09-19,2025-Sep-19 04:02,22.5858199347,58175679.44994906,false
54307200,(2022 SX7),2025-09-19,2025-Sep-19 02:08,13.0336174573,73934058.05738549,false
54322888,(2022 UV24),2025-09-19,2025-Sep-19 01:51,16.831271179,21686954.312963895,false
54341553,(2023 CO2),2025-09-19,2025-Sep-19 00:40,14.4125402492,59060141.28195058,false
54385795,(2023 SA3),2025-09-19,2025-Sep-19 08:43,14.4814059328,10640346.212294992,false
54539575,(2025 OA17),2025-09-19,2025-Sep-19 14:57,8.6753029373,25242837.025539067,false
54543106,(2025 QV16),2025-09-19,2025-Sep-19 17:47,16.2260088528,26941167.81833544,false
54544083,(2025 RS),2025-09-19,2025-Sep-19 07:02,18.1200405427,13249608.444854088,false
54545006,(2025 QG39),2025-09-19,2025-Sep-19 07:54,6.1043452197,15657453.91537941,false
54545001,(2025 RL2),2025-09-19,2025-Sep-19 09:00,9.6624001757,216489.495425623,false
54545005,(2025 RP2),2025-09-19,2025-Sep-19 03:39,7.7423320695,4328749.739562563,false
54545413,(2025 RW3),2025-09-19,2025-Sep-19 19:30,15.0997805556,1598086.591530417,false
54546404,(2025 SY1),2025-09-19,2025-Sep-19 10:24,7.8517811947,57210.848062183,false
54546406,(2025 SZ1),2025-09-19,2025-Sep-19 05:23,11.2205556611,1247173.282133995,false
54546414,(2025 SL2),2025-09-19,2025-Sep-19 20:57,14.3879803547,7054711.355655923,false
54546471,(2025 SX2),2025-09-19,2025-Sep-19 08:59,6.425281682,1422584.518918874,false
3714456,(2015 FU117),2025-09-20,2025-Sep-20 03:50,6.6096310587,13000368.75933126,false
3761549,(2016 UJ31),2025-09-20,2025-Sep-20 16:56,17.8559166453,22635713.48900885,true
3766591,(2017 BU),2025-09-20,2025-Sep-20 15:51,22.9292237263,74631302.0745462,false
3799312,(2018 CW2),2025-09-20,2025-Sep-20 08:23,16.3659605618,73271967.46026438,false
3835876,(2018 VB),2025-09-20,2025-Sep-20 11:52,6.751708511,50165412.25318026,false
3985572,(2020 AW2),2025-09-20,2025-Sep-20 17:25,7.1359769735,73499456.87211132,false
54203012,(2021 TV2),2025-09-20,2025-Sep-20 02:52,9.5035922785,11439570.738399811,false
54253541,(2022 EF4),2025-09-20,2025-Sep-20 15:07,7.8245840806,71730316.73999041,false
54282205,(2022 LK1),2025-09-20,2025-Sep-20 18:52,13.7779478561,8812367.143532895,false
54374881,(2023 NY),2025-09-20,2025-Sep-20 06:32,16.3369508595,72786169.56049778,false
54375851,(2023 OH2),2025-09-20,2025-Sep-20 07:47,12.5073274826,72583965.61447206,false
54384755,(2023 RN21),2025-09-20,2025-Sep-20 03:13,14.1210944898,51595662.75038963,false
54469029,(2024 RD7),2025-09-20,2025-Sep-20 11:28,19.7022007142,54515031.86799398,false
54481754,(2024 SU1),2025-09-20,2025-Sep-20 14:25,12.5053874956,60738367.60203787,false
54545148,(2025 RX2),2025-09-20,2025-Sep-20 13:28,11.8305506422,8146143.650936664,false
54545417,(2025 RD4),2025-09-20,2025-Sep-20 02:34,19.3048738667,2433785.875821406,false
54546130,(2025 SD1),2025-09-20,2025-Sep-20 00:30,5.9002574662,7709329.599009672,false
54546411,(2025 SH2),2025-09-20,2025-Sep-20 09:19,14.1746920103,4218904.421798941,false
54546618,(2025 SN3),2025-09-20,2025-Sep-20 19:33,9.8327426761,29544488.99588429,false
54546911,(2025 SQ4),2025-09-20,2025-Sep-20 11:01,8.6121052337,985713.634761069,false
54547732,(2025 SV10),2025-09-20,2025-Sep-20 23:06,9.1093570009,11042700.245269613,false
3313157,(2006 BA),2025-09-13,2025-Sep-13 23:48,6.915721769,52848882.613871366,false
3607530,(2012 PB20),2025-09-13,2025-Sep-13 18:42,3.6939452072,21275326.094676703,false
3727640,(2015 SA),2025-09-13,2025-Sep-13 02:45,9.0532131121,3935342.496962013,false
3759318,(2016 RT20),2025-09-13,2025-Sep-13 02:07,16.6806349161,36811369.10144535,false
3819564,(2018 HW1),2025-09-13,2025-Sep-13 20:41,5.2641041259,37818225.64253011,false
54055107,(2020 TA3),2025-09-13,2025-Sep-13 13:49,11.8394863844,43878483.9306585,false
54245589,(2022 CY2),2025-09-13,2025-Sep-13 04:49,26.9661852761,63776774.09348778,false
54282890,(2022 LA3),2025-09-13,2025-Sep-13 19:20,7.3412939017,49113179.73104646,false
54305030,(2022 SS2),2025-09-13,2025-Sep-13 15:22,7.2177675536,910572.374955148,false
54377566,(2023 QU1),2025-09-13,2025-Sep-13 12:28,9.1189294263,25461067.24178001,false
54381673,(2023 RZ4),2025-09-13,2025-Sep-13 06:39,25.6820166076,74009711.39070041,false
54383282,(2023 RA10),2025-09-13,2025-Sep-13 05:06,6.3053980184,20574722.049516648,false
54542546,(2025 QA10),2025-09-13,2025-Sep-13 23:24,8.2700836974,10137357.09377989,false
54545002,(2025 RM2),2025-09-13,2025-Sep-13 11:15,12.4365876464,340164.193804164,false
54545147,(2025 RV2),2025-09-13,2025-Sep-13 05:43,8.2568930026,5847731.685158427,false
54545422,(2025 RN4),2025-09-13,2025-Sep-13 15:23,5.2748871426,65697.624986005,false
54545434,(2025 RA5),2025-09-13,2025-Sep-13 20:04,11.6217724504,17016473.02775339,false
54545773,(2025 SJ),2025-09-13,2025-Sep-13 18:11,6.8896258954,5864870.260416468,false
54546143,(2025 SV1),2025-09-13,2025-Sep-13 18:08,4.7540787916,12579208.942676594,false
54546412,(2025 SJ2),2025-09-13,2025-Sep-13 16:47,7.5199710523,3050846.272410186,false
54547375,(2025 SL7),2025-09-13,2025-Sep-13 07:22,3.5435616463,7407925.599971241,false
3623681,(2013 AW52),2025-09-12,2025-Sep-12 06:47,21.0838603012,69324926.73898369,false
3648000,(2013 RQ43),2025-09-12,2025-Sep-12 08:25,9.9448796174,51137943.95194799,false
3744562,(2016 CO248),2025-09-12,2025-Sep-12 07:08,6.3225672806,31349125.291724775,false
3748519,(2016 FW14),2025-09-12,2025-Sep-12 23:44,11.8882470997,16447912.60469371,false
