asteroid_id,diameter_m,velocity_km_s,distance_km,kinetic_energy_mt,is_hazardous,absolute_magnitude,approach_parameter,gravity_influence,orbit_uncertainty,moid,inclination,eccentricity
54545006,86.60,6.104,15657453.92,4.543643,0,23.48,2457.613234,0.00040690,9,1.000000,0.0000,0.000000
54545001,27.01,9.662,216489.50,0.345379,0,26.01,33.980458,0.02942868,9,1.000000,0.0000,0.000000
54545005,35.61,7.742,4328749.74,0.508007,0,25.41,679.445886,0.00147179,9,1.000000,0.0000,0.000000
54545413,14.85,15.100,1598086.59,0.140174,0,27.31,250.837638,0.00398664,9,1.000000,0.0000,0.000000
54546404,2.00,7.852,57210.85,0.000092,0,31.66,8.979885,0.11136000,9,1.000000,0.0000,0.000000
54546406,21.41,11.221,1247173.28,0.231822,0,26.52,195.757853,0.00510835,9,1.000000,0.0000,0.000000
54546414,32.94,14.388,7054711.36,1.389075,0,25.58,1107.316176,0.00090308,9,1.000000,0.0000,0.000000
54546471,25.75,6.425,1422584.52,0.132285,0,26.11,223.290617,0.00447847,9,1.000000,0.0000,0.000000
3714456,55.92,6.610,13000368.76,1.433773,0,24.43,2040.553878,0.00049006,9,1.000000,0.0000,0.000000
3761549,548.96,17.856,22635713.49,9901.257514,1,19.47,3552.929444,0.00028146,9,1.000000,0.0000,0.000000
3766591,39.04,22.929,74631302.07,5.873605,0,25.21,11714.221013,0.00008537,9,1.000000,0.0000,0.000000
3799312,31.74,16.366,73271967.46,1.606975,0,25.66,11500.858179,0.00008695,9,1.000000,0.0000,0.000000
3835876,27.14,6.752,50165412.25,0.170983,0,26.00,7874.024840,0.00012700,9,1.000000,0.0000,0.000000
3985572,92.80,7.136,73499456.87,7.638937,0,23.33,11536.565197,0.00008668,9,1.000000,0.0000,0.000000
54203012,66.30,9.504,11439570.74,4.941988,0,24.06,1795.569100,0.00055693,9,1.000000,0.0000,0.000000
54253541,31.01,7.825,71730316.74,0.342806,0,25.71,11258.878785,0.00008882,9,1.000000,0.0000,0.000000
54282205,100.36,13.778,8812367.14,36.015971,0,23.16,1383.199991,0.00072296,9,1.000000,0.0000,0.000000
54374881,15.98,16.337,72786169.56,0.204394,0,27.15,11424.606743,0.00008753,9,1.000000,0.0000,0.000000
54375851,91.53,12.507,72583965.61,22.514126,0,23.36,11392.868563,0.00008777,9,1.000000,0.0000,0.000000
54384755,43.61,14.121,51595662.75,3.103579,0,24.97,8098.518718,0.00012348,9,1.000000,0.0000,0.000000
54469029,117.91,19.702,54515031.87,119.441579,0,22.81,8556.746487,0.00011687,9,1.000000,0.0000,0.000000
54481754,20.30,12.505,60738367.60,0.245652,0,26.63,9533.568922,0.00010489,9,1.000000,0.0000,0.000000
54545148,59.75,11.831,8146143.65,5.604488,0,24.29,1278.628732,0.00078209,9,1.000000,0.0000,0.000000
54545417,22.54,19.305,2433785.88,0.801051,0,26.40,382.010026,0.00261773,9,1.000000,0.0000,0.000000
54546130,23.46,5.900,7709329.60,0.084386,0,26.32,1210.065861,0.00082640,9,1.000000,0.0000,0.000000
54546411,24.60,14.175,4218904.42,0.561505,0,26.21,662.204430,0.00151011,9,1.000000,0.0000,0.000000
54546618,151.55,9.833,29544489.00,63.164840,0,22.27,4637.339350,0.00021564,9,1.000000,0.0000,0.000000
54546911,22.82,8.612,985713.63,0.165480,0,26.38,154.718825,0.00646334,9,1.000000,0.0000,0.000000
54547732,39.92,9.109,11042700.25,0.990607,0,25.16,1733.275819,0.00057694,9,1.000000,0.0000,0.000000
3313157,12.99,6.916,52848882.61,0.019670,0,27.60,8295.225650,0.00012055,9,1.000000,0.0000,0.000000
3607530,47.37,3.694,21275326.09,0.272337,0,24.79,3339.401365,0.00029945,9,1.000000,0.0000,0.000000
3727640,37.46,9.053,3935342.50,0.808596,0,25.30,617.696201,0.00161892,9,1.000000,0.0000,0.000000
3759318,56.69,16.681,36811369.10,9.518121,0,24.40,5777.957793,0.00017307,9,1.000000,0.0000,0.000000
3819564,29.75,5.264,37818225.64,0.137017,0,25.80,5935.995235,0.00016846,9,1.000000,0.0000,0.000000
54055107,22.57,11.839,43878483.93,0.302546,0,26.40,6887.220834,0.00014520,9,1.000000,0.0000,0.000000
54245589,33.38,26.966,63776774.09,5.078846,0,25.55,10010.480944,0.00009990,9,1.000000,0.0000,0.000000
54282890,27.14,7.341,49113179.73,0.202149,0,26.00,7708.865128,0.00012972,9,1.000000,0.0000,0.000000
54305030,15.91,7.218,910572.37,0.039349,0,27.16,142.924561,0.00699670,9,1.000000,0.0000,0.000000
54377566,25.21,9.119,25461067.24,0.250042,0,26.16,3996.400446,0.00025023,9,1.000000,0.0000,0.000000
54381673,188.60,25.682,74009711.39,830.585416,0,21.79,11616.655374,0.00008608,9,1.000000,0.0000,0.000000
54383282,7.47,6.305,20574722.05,0.003116,0,28.80,3229.433692,0.00030965,9,1.000000,0.0000,0.000000
54542546,39.40,8.270,10137357.09,0.785499,0,25.19,1591.172044,0.00062847,9,1.000000,0.0000,0.000000
54545002,10.36,12.437,340164.19,0.032324,0,28.09,53.392590,0.01872919,9,1.000000,0.0000,0.000000
54545147,22.64,8.257,5847731.69,0.148580,0,26.39,917.867161,0.00108948,9,1.000000,0.0000,0.000000
54545422,8.58,5.275,65697.62,0.003300,0,28.50,10.311980,0.09697459,9,1.000000,0.0000,0.000000
54545434,53.45,11.622,17016473.03,3.871424,0,24.53,2670.926547,0.00037440,9,1.000000,0.0000,0.000000
54545773,29.55,6.890,5864870.26,0.229889,0,25.82,920.557253,0.00108630,9,1.000000,0.0000,0.000000
54546143,37.72,4.754,12579208.94,0.227645,0,25.29,1974.448115,0.00050647,9,1.000000,0.0000,0.000000
54546412,20.45,7.520,3050846.27,0.090815,0,26.61,478.864585,0.00208827,9,1.000000,0.0000,0.000000
54547375,20.80,3.544,7407925.60,0.021223,0,26.58,1162.757118,0.00086002,9,1.000000,0.0000,0.000000
3623681,426.13,21.084,69324926.74,6456.933536,0,20.02,10881.325811,0.00009190,9,1.000000,0.0000,0.000000
3648000,67.23,9.945,51137943.95,5.640598,0,24.03,8026.674612,0.00012458,9,1.000000,0.0000,0.000000
3744562,13.60,6.323,31349125.29,0.018876,0,27.50,4920.597283,0.00020323,9,1.000000,0.0000,0.000000
3748519,304.47,11.888,16447912.60,748.792874,0,20.75,2581.684603,0.00038734,9,1.000000,0.0000,0.000000
3774114,12.40,5.761,34942385.77,0.011890,0,27.70,5484.599869,0.00018233,9,1.000000,0.0000,0.000000
54117596,2.45,8.337,69678444.61,0.000192,0,31.22,10936.814410,0.00009143,9,1.000000,0.0000,0.000000
54143413,14.57,10.674,60534168.80,0.066194,0,27.35,9501.517626,0.00010525,9,1.000000,0.0000,0.000000
54280035,108.03,13.493,21996520.48,43.085470,0,23.00,3452.600922,0.00028964,9,1.000000,0.0000,0.000000
54292330,58.28,16.271,69196232.22,9.838755,0,24.34,10861.125761,0.00009207,9,1.000000,0.0000,0.000000
54317879,53.15,10.498,68181305.43,3.106759,0,24.54,10701.821603,0.00009344,9,1.000000,0.0000,0.000000
54330578,59.37,5.946,63414631.98,1.388372,0,24.30,9953.638673,0.00010047,9,1.000000,0.0000,0.000000
54339977,44.01,10.176,24157369.68,1.656897,0,24.95,3791.770472,0.00026373,9,1.000000,0.0000,0.000000
54376265,34.96,15.740,69164473.21,1.986593,0,25.45,10856.140827,0.00009211,9,1.000000,0.0000,0.000000
2669608,426.13,21.084,69324926.77,6456.933466,0,20.02,10881.325815,0.00009190,9,1.000000,0.0000,0.000000
54505049,32.03,5.990,17890547.92,0.221308,0,25.64,2808.122417,0.00035611,9,1.000000,0.0000,0.000000
54542543,19.93,3.047,6780859.90,0.013797,0,26.67,1064.332115,0.00093956,9,1.000000,0.0000,0.000000
54542754,19.48,5.411,2338575.18,0.040619,0,26.72,367.065638,0.00272431,9,1.000000,0.0000,0.000000
54543389,37.11,10.701,8977396.17,1.098864,0,25.32,1409.103150,0.00070967,9,1.000000,0.0000,0.000000
54545007,20.40,12.797,573547.85,0.260805,0,26.62,90.024777,0.01110805,9,1.000000,0.0000,0.000000
54546135,17.46,10.001,1875736.87,0.100009,0,26.96,294.417968,0.00339653,9,1.000000,0.0000,0.000000
54546405,15.85,9.616,462680.15,0.069170,0,27.17,72.622846,0.01376977,9,1.000000,0.0000,0.000000
54547726,2.05,9.041,96895.03,0.000131,0,31.61,15.208764,0.06575156,9,1.000000,0.0000,0.000000
3343104,62.16,6.436,19791845.97,1.867814,0,24.20,3106.552498,0.00032190,9,1.000000,0.0000,0.000000
3451790,176.82,12.927,2613242.96,173.417718,1,21.93,410.177830,0.00243797,9,1.000000,0.0000,0.000000
3684637,198.40,11.251,29773714.16,185.586412,0,21.68,4673.318814,0.00021398,9,1.000000,0.0000,0.000000
3788903,288.10,20.500,68485269.38,1886.457119,1,20.87,10749.532158,0.00009303,9,1.000000,0.0000,0.000000
3991699,21.55,6.805,21340331.83,0.087062,0,26.50,3349.604745,0.00029854,9,1.000000,0.0000,0.000000
54053846,45.03,9.419,31695582.69,1.521042,0,24.90,4974.977663,0.00020101,9,1.000000,0.0000,0.000000
54130487,63.61,16.552,69731412.56,13.238835,0,24.15,10945.128325,0.00009136,9,1.000000,0.0000,0.000000
54178641,313.00,17.837,49483927.67,1831.301062,1,20.69,7767.058181,0.00012875,9,1.000000,0.0000,0.000000
54467484,19.03,24.397,55493288.26,0.770519,0,26.77,8710.294814,0.00011481,9,1.000000,0.0000,0.000000
54541104,98.98,13.587,3320427.21,33.601411,0,23.19,521.178342,0.00191873,9,1.000000,0.0000,0.000000
54542177,64.50,10.288,5827685.75,5.331055,0,24.12,914.720727,0.00109323,9,1.000000,0.0000,0.000000
54542763,51.23,7.142,9091854.31,1.287622,0,24.62,1427.068640,0.00070074,9,1.000000,0.0000,0.000000
54543388,32.18,5.799,6496635.07,0.210264,0,25.63,1019.719834,0.00098066,9,1.000000,0.0000,0.000000
54544081,54.39,22.390,4343865.86,15.143283,0,24.49,681.818530,0.00146667,9,1.000000,0.0000,0.000000
54544084,36.44,18.637,3198222.43,3.154215,0,25.36,501.996929,0.00199204,9,1.000000,0.0000,0.000000
54545000,22.47,8.110,1382690.24,0.140026,0,26.41,217.028761,0.00460768,9,1.000000,0.0000,0.000000
54545428,35.53,5.167,17560275.42,0.224697,0,25.41,2756.282440,0.00036281,9,1.000000,0.0000,0.000000
54545432,61.77,16.747,16651655.73,12.404975,0,24.21,2613.664375,0.00038260,9,1.000000,0.0000,0.000000
54545433,87.08,10.625,16454964.39,13.994149,0,23.47,2582.791460,0.00038718,9,1.000000,0.0000,0.000000
54546125,26.21,7.274,5123840.44,0.178903,0,26.07,804.244301,0.00124340,9,1.000000,0.0000,0.000000
54548708,215.05,8.615,17569584.88,138.551084,1,21.50,2757.743664,0.00036262,9,1.000000,0.0000,0.000000
2523661,298.91,25.967,59480328.20,3380.291543,0,20.79,9336.105510,0.00010711,9,1.000000,0.0000,0.000000
3160742,157.60,14.459,23355183.31,153.612083,0,22.18,3665.858312,0.00027279,9,1.000000,0.0000,0.000000
3545713,78.26,10.720,37963457.45,10.339633,0,23.70,5958.790999,0.00016782,9,1.000000,0.0000,0.000000
3781301,280.25,27.546,61579875.35,3134.974779,1,20.93,9665.653014,0.00010346,9,1.000000,0.0000,0.000000
54104254,51.94,18.572,73466441.40,9.075061,0,24.59,11531.383048,0.00008672,9,1.000000,0.0000,0.000000
54138710,10.95,7.939,62096165.04,0.015547,0,27.97,9746.690478,0.00010260,9,1.000000,0.0000,0.000000
54383796,55.15,18.897,54811913.43,11.243653,0,24.46,8603.345383,0.00011623,9,1.000000,0.0000,0.000000
54430772,31.01,17.439,72845028.89,1.702846,0,25.71,11433.845376,0.00008746,9,1.000000,0.0000,0.000000
54469533,9.28,18.564,21663525.06,0.051697,0,28.33,3400.333552,0.00029409,9,1.000000,0.0000,0.000000
54510155,17.12,2.572,17681839.47,0.006234,0,27.00,2775.363283,0.00036031,9,1.000000,0.0000,0.000000
54541541,147.76,11.271,20555343.83,76.916942,0,22.32,3226.392062,0.00030994,9,1.000000,0.0000,0.000000
54542760,70.72,9.212,17355483.79,5.634239,0,23.92,2724.138093,0.00036709,9,1.000000,0.0000,0.000000
54544766,76.83,14.952,7070576.66,19.034752,0,23.74,1109.806413,0.00090106,9,1.000000,0.0000,0.000000
54545419,20.78,10.112,2344252.94,0.172350,0,26.58,367.956827,0.00271771,9,1.000000,0.0000,0.000000
54545423,26.01,7.938,5588171.57,0.208115,0,26.09,877.126287,0.00114009,9,1.000000,0.0000,0.000000
54545761,31.23,5.878,20151906.98,0.197505,0,25.70,3163.068118,0.00031615,9,1.000000,0.0000,0.000000
54545757,13.28,7.026,5366711.31,0.021723,0,27.55,842.365612,0.00118713,9,1.000000,0.0000,0.000000
54546462,66.89,9.978,27532337.87,5.592403,0,24.04,4321.509632,0.00023140,9,1.000000,0.0000,0.000000
54547372,38.97,11.018,6301247.40,1.348840,0,25.21,989.051546,0.00101107,9,1.000000,0.0000,0.000000
3255328,49.38,7.973,31004471.50,1.436842,0,24.70,4866.500000,0.00020549,9,1.000000,0.0000,0.000000
3388354,182.62,9.701,33530103.56,107.585625,0,21.86,5262.926316,0.00019001,9,1.000000,0.0000,0.000000
3472700,28.41,3.332,26847103.03,0.047806,0,25.90,4213.954328,0.00023731,9,1.000000,0.0000,0.000000
3728524,85.81,16.695,53030613.99,33.057962,0,23.50,8323.750430,0.00012014,9,1.000000,0.0000,0.000000
3752409,25.91,15.013,48118248.13,0.736303,0,26.10,7552.699440,0.00013240,9,1.000000,0.0000,0.000000
3824978,11.31,6.957,36219165.92,0.013151,0,27.90,5685.004853,0.00017590,9,1.000000,0.0000,0.000000
3840690,68.16,18.973,74421043.54,21.399727,0,24.00,11681.218575,0.00008561,9,1.000000,0.0000,0.000000
3841704,20.49,7.902,7214513.33,0.100839,0,26.61,1132.398890,0.00088308,9,1.000000,0.0000,0.000000
3843526,34.16,16.386,64898950.22,2.009344,0,25.50,10186.619089,0.00009817,9,1.000000,0.0000,0.000000
3989089,78.26,15.036,59276659.28,20.341982,0,23.70,9304.137384,0.00010748,9,1.000000,0.0000,0.000000
54051167,83.47,13.866,22714150.51,20.990643,0,23.56,3565.241015,0.00028049,9,1.000000,0.0000,0.000000
54215205,5.08,4.671,22928425.10,0.000536,0,29.64,3598.873819,0.00027786,9,1.000000,0.0000,0.000000
54246397,27.14,19.594,44590228.80,1.440105,0,26.00,6998.937184,0.00014288,9,1.000000,0.0000,0.000000
54349260,13.66,7.403,30766454.29,0.026236,0,27.49,4829.140526,0.00020708,9,1.000000,0.0000,0.000000
54541714,40.88,4.715,15336736.85,0.285200,0,25.11,2407.273088,0.00041541,9,1.000000,0.0000,0.000000
54544802,52.18,19.193,4795493.04,9.826349,0,24.58,752.706489,0.00132854,9,1.000000,0.0000,0.000000
54545162,75.67,6.920,12046279.70,3.894822,0,23.77,1890.798885,0.00052888,9,1.000000,0.0000,0.000000
54545765,83.55,7.313,25856248.95,5.854347,0,23.56,4058.428654,0.00024640,9,1.000000,0.0000,0.000000
54545778,65.09,21.960,6009326.05,24.968682,0,24.10,943.231211,0.00106019,9,1.000000,0.0000,0.000000
54546121,41.07,10.975,16094189.41,1.566553,0,25.10,2526.163775,0.00039586,9,1.000000,0.0000,0.000000
54549689,55.02,8.584,13753450.23,2.304239,0,24.46,2158.758472,0.00046323,9,1.000000,0.0000,0.000000
3046125,210.64,29.647,68214230.50,1541.995398,1,21.55,10706.989562,0.00009340,9,1.000000,0.0000,0.000000
3766128,25.91,9.814,52532762.43,0.314639,0,26.10,8245.607037,0.00012128,9,1.000000,0.0000,0.000000
3873152,16.35,13.631,34891275.13,0.152472,0,27.10,5476.577481,0.00018260,9,1.000000,0.0000,0.000000
3878598,129.88,1.825,63068782.70,1.370182,0,22.60,9899.353743,0.00010102,9,1.000000,0.0000,0.000000
54190077,66.92,12.614,40028384.51,8.949540,0,24.04,6282.904491,0.00015916,9,1.000000,0.0000,0.000000
54212691,6.02,17.680,68042120.37,0.012796,0,29.27,10679.974944,0.00009363,9,1.000000,0.0000,0.000000
54377842,52.91,16.937,56081825.25,7.976562,0,24.55,8802.672304,0.00011360,9,1.000000,0.0000,0.000000
54469024,12.07,9.912,28457245.96,0.032396,0,27.76,4466.684345,0.00022388,9,1.000000,0.0000,0.000000
54476945,48.03,6.946,34543382.26,1.003665,0,24.76,5421.971788,0.00018443,9,1.000000,0.0000,0.000000
54541332,45.03,6.395,13990571.95,0.701048,0,24.90,2195.977389,0.00045538,9,1.000000,0.0000,0.000000
54542765,28.41,8.149,8559232.92,0.285986,0,25.90,1343.467731,0.00074434,9,1.000000,0.0000,0.000000
54543545,70.07,4.614,19034465.30,1.375027,0,23.94,2987.673096,0.00033471,9,1.000000,0.0000,0.000000
3440393,512.32,6.600,20279699.25,1099.569368,0,19.62,3183.126550,0.00031416,9,1.000000,0.0000,0.000000
3545514,159.05,20.322,20186093.31,311.921605,0,22.16,3168.434046,0.00031561,9,1.000000,0.0000,0.000000
3728732,34.16,16.257,28399553.01,1.977862,0,25.50,4457.628788,0.00022433,9,1.000000,0.0000,0.000000
3781587,75.08,4.866,28235972.73,1.880985,0,23.79,4431.953027,0.00022563,9,1.000000,0.0000,0.000000
54248464,14.84,27.757,61111617.00,0.473002,0,27.31,9592.154606,0.00010425,9,1.000000,0.0000,0.000000
54305656,60.47,19.655,60232670.88,16.034862,0,24.26,9454.194142,0.00010577,9,1.000000,0.0000,0.000000
54336231,160.52,25.559,73390137.76,507.257460,0,22.14,11519.406336,0.00008681,9,1.000000,0.0000,0.000000
54423318,26.89,11.474,49695288.14,0.480318,0,26.02,7800.233580,0.00012820,9,1.000000,0.0000,0.000000
54540908,59.37,6.166,13398359.96,1.493150,0,24.30,2103.023068,0.00047551,9,1.000000,0.0000,0.000000
54542541,42.03,4.612,2009102.92,0.296444,0,25.05,315.351267,0.00317107,9,1.000000,0.0000,0.000000
54544865,30.45,6.466,5341183.30,0.221490,0,25.75,838.358704,0.00119281,9,1.000000,0.0000,0.000000
54545151,33.48,9.879,2015201.63,0.687310,0,25.54,316.308527,0.00316147,9,1.000000,0.0000,0.000000
54545157,23.69,13.132,2689227.28,0.430284,0,26.30,422.104422,0.00236908,9,1.000000,0.0000,0.000000
54545161,416.24,34.469,22440687.61,16083.140684,0,20.07,3522.317942,0.00028390,9,1.000000,0.0000,0.000000
54545435,49.36,4.279,16594109.77,0.413167,0,24.70,2604.631890,0.00038393,9,1.000000,0.0000,0.000000
54545427,36.47,15.044,2818520.11,2.060950,0,25.36,442.398384,0.00226041,9,1.000000,0.0000,0.000000
54545777,64.44,9.893,3274984.45,4.915612,0,24.12,514.045590,0.00194535,9,1.000000,0.0000,0.000000
54546140,142.15,17.385,18453307.61,162.955721,0,22.40,2896.453871,0.00034525,9,1.000000,0.0000,0.000000
54547361,7.49,2.104,1300809.80,0.000349,0,28.80,204.176707,0.00489772,9,1.000000,0.0000,0.000000
2529951,261.54,13.250,47339925.69,589.580777,1,21.08,7430.532991,0.00013458,9,1.000000,0.0000,0.000000
3736412,14.24,5.277,32981077.91,0.015098,0,27.40,5176.750574,0.00019317,9,1.000000,0.0000,0.000000
54054405,372.86,13.748,37682424.62,1839.207213,0,20.31,5914.679739,0.00016907,9,1.000000,0.0000,0.000000
54236586,6.22,8.398,2847170.42,0.003180,0,29.20,446.895372,0.00223766,9,1.000000,0.0000,0.000000
54290058,55.66,7.585,51055631.69,1.862377,0,24.44,8013.754778,0.00012479,9,1.000000,0.0000,0.000000
54317172,10.85,11.446,15475980.00,0.031434,0,27.99,2429.128865,0.00041167,9,1.000000,0.0000,0.000000
54352304,12.93,13.997,32062728.87,0.079472,0,27.61,5032.605379,0.00019870,9,1.000000,0.0000,0.000000
54533416,9.99,1.947,14495036.86,0.000709,0,28.17,2275.158823,0.00043953,9,1.000000,0.0000,0.000000
54545776,44.33,7.345,8869696.02,0.882485,0,24.93,1392.198403,0.00071829,9,1.000000,0.0000,0.000000
54545786,106.06,4.159,28768617.01,3.874206,0,23.04,4515.557528,0.00022146,9,1.000000,0.0000,0.000000
54549107,200.70,11.912,26448219.54,215.324533,0,21.66,4151.345086,0.00024089,9,1.000000,0.0000,0.000000
54549681,21.46,6.747,5717849.12,0.084400,0,26.51,897.480635,0.00111423,9,1.000000,0.0000,0.000000
2085770,308.70,16.368,57986612.61,1479.586460,0,20.72,9101.650071,0.00010987,9,1.000000,0.0000,0.000000
3430307,41.07,8.145,11973437.56,0.862803,0,25.10,1879.365494,0.00053209,9,1.000000,0.0000,0.000000
3655550,129.88,1.598,70511443.32,1.049570,0,22.60,11067.562913,0.00009035,9,1.000000,0.0000,0.000000
3694787,51.71,6.713,38192014.90,1.169404,0,24.60,5994.665658,0.00016681,9,1.000000,0.0000,0.000000
3781983,9.15,17.078,56353918.15,0.041978,0,28.36,8845.380340,0.00011305,9,1.000000,0.0000,0.000000
3799834,23.63,9.826,12781156.33,0.239260,0,26.30,2006.146025,0.00049847,9,1.000000,0.0000,0.000000
54392060,19.39,11.610,46630792.20,0.184415,0,26.73,7319.226526,0.00013663,9,1.000000,0.0000,0.000000
54417744,48.26,10.211,29910121.96,2.199285,0,24.75,4694.729549,0.00021300,9,1.000000,0.0000,0.000000
54430152,163.51,20.795,35722081.20,354.849057,0,22.10,5606.981824,0.00017835,9,1.000000,0.0000,0.000000
54430725,9.03,8.385,37016403.90,0.009709,0,28.39,5810.140308,0.00017211,9,1.000000,0.0000,0.000000
54486929,13.17,14.393,44113176.06,0.088804,0,27.57,6924.058399,0.00014442,9,1.000000,0.0000,0.000000
54539064,276.40,6.939,17212343.54,190.843043,0,20.96,2701.670623,0.00037014,9,1.000000,0.0000,0.000000
54547725,69.88,16.272,15074108.06,16.959534,0,23.95,2366.050551,0.00042265,9,1.000000,0.0000,0.000000
2461397,962.81,15.485,20298210.07,40174.460212,0,18.25,3186.032032,0.00031387,9,1.000000,0.0000,0.000000
3387793,310.13,11.320,51433934.30,717.548738,1,20.71,8073.133622,0.00012387,9,1.000000,0.0000,0.000000
3410533,5.17,2.491,16032152.58,0.000161,0,29.60,2516.426398,0.00039739,9,1.000000,0.0000,0.000000
3655761,14.24,15.684,55834766.06,0.133358,0,27.40,8763.893589,0.00011410,9,1.000000,0.0000,0.000000
3759293,80.08,12.572,62352957.22,15.238756,0,23.65,9786.996895,0.00010218,9,1.000000,0.0000,0.000000
3837954,187.73,8.948,19869074.81,99.434280,0,21.80,3118.674432,0.00032065,9,1.000000,0.0000,0.000000
54006054,34.16,12.214,46493523.71,1.116503,0,25.50,7297.680695,0.00013703,9,1.000000,0.0000,0.000000
54495415,17.85,8.245,10592209.21,0.072533,0,26.91,1662.566192,0.00060148,9,1.000000,0.0000,0.000000
54495421,24.75,17.122,43447891.67,0.834125,0,26.20,6819.634542,0.00014664,9,1.000000,0.0000,0.000000
54546128,61.40,6.316,15632579.35,1.733185,0,24.23,2453.708892,0.00040755,9,1.000000,0.0000,0.000000
54547736,53.84,6.591,14228787.18,1.272932,0,24.51,2233.367946,0.00044775,9,1.000000,0.0000,0.000000
54549124,24.76,8.433,3314364.31,0.202604,0,26.20,520.226701,0.00192224,9,1.000000,0.0000,0.000000
54549679,20.09,7.507,5832067.80,0.085759,0,26.65,915.408539,0.00109241,9,1.000000,0.0000,0.000000
3120896,123.46,10.790,56276889.55,41.130101,0,22.71,8833.289836,0.00011321,9,1.000000,0.0000,0.000000
3625730,9.90,12.526,49793994.43,0.028561,0,28.19,7815.726641,0.00012795,9,1.000000,0.0000,0.000000
3752106,471.57,30.613,69440668.23,18447.983696,1,19.80,10899.492738,0.00009175,9,1.000000,0.0000,0.000000
3774682,85.81,18.461,35352858.55,40.422464,0,23.50,5549.028182,0.00018021,9,1.000000,0.0000,0.000000
3792461,8.19,4.584,57301608.06,0.002171,0,28.60,8994.130915,0.00011118,9,1.000000,0.0000,0.000000
3838930,29.75,9.199,44777778.33,0.418412,0,25.80,7028.375189,0.00014228,9,1.000000,0.0000,0.000000
3841762,18.35,20.728,13908692.92,0.497990,0,26.85,2183.125556,0.00045806,9,1.000000,0.0000,0.000000
54017186,27.14,17.227,36246660.49,1.113131,0,26.00,5689.320435,0.00017577,9,1.000000,0.0000,0.000000
54136202,17.44,6.364,38347306.77,0.040326,0,26.96,6019.040460,0.00016614,9,1.000000,0.0000,0.000000
54226792,169.65,28.386,57821861.13,738.454482,0,22.02,9075.790477,0.00011018,9,1.000000,0.0000,0.000000
54268089,59.09,5.336,20897311.14,1.102774,0,24.31,3280.067672,0.00030487,9,1.000000,0.0000,0.000000
54277086,23.53,12.787,68296800.43,0.399618,0,26.31,10719.949840,0.00009328,9,1.000000,0.0000,0.000000
54317171,84.24,15.021,27067169.74,25.323046,0,23.54,4248.496270,0.00023538,9,1.000000,0.0000,0.000000
54317870,18.26,7.409,3891059.37,0.062750,0,26.86,610.745467,0.00163734,9,1.000000,0.0000,0.000000
54330041,94.96,13.764,49365816.66,30.452521,0,23.28,7748.519332,0.00012906,9,1.000000,0.0000,0.000000
54357208,26.89,14.350,36410750.87,0.751298,0,26.02,5715.076262,0.00017498,9,1.000000,0.0000,0.000000
54445922,34.00,7.747,24736096.85,0.443045,0,25.51,3882.608200,0.00025756,9,1.000000,0.0000,0.000000
54529811,16.73,6.383,20180479.68,0.035822,0,27.05,3167.552924,0.00031570,9,1.000000,0.0000,0.000000
54547737,56.20,10.866,14181331.94,3.934483,0,24.42,2225.919312,0.00044925,9,1.000000,0.0000,0.000000
3840842,5.41,3.397,26824349.43,0.000344,0,29.50,4210.382896,0.00023751,9,1.000000,0.0000,0.000000
3879241,25.91,11.666,23114513.35,0.444601,0,26.10,3628.082460,0.00027563,9,1.000000,0.0000,0.000000
3888748,22.57,16.208,21299753.39,0.566982,0,26.40,3343.235503,0.00029911,9,1.000000,0.0000,0.000000
54144922,190.35,14.621,59483894.84,276.742483,0,21.77,9336.665334,0.00010710,9,1.000000,0.0000,0.000000
54316897,34.32,8.548,13058001.97,0.554500,0,25.49,2049.600058,0.00048790,9,1.000000,0.0000,0.000000
54317179,21.85,5.056,14023850.78,0.050089,0,26.47,2201.200877,0.00045430,9,1.000000,0.0000,0.000000
54340273,11.63,4.985,55951810.46,0.007335,0,27.84,8782.265022,0.00011387,9,1.000000,0.0000,0.000000
54535134,24.41,2.006,15350949.89,0.010979,0,26.23,2409.503985,0.00041502,9,1.000000,0.0000,0.000000
54546413,84.24,2.241,27262420.90,0.563481,0,23.54,4279.143132,0.00023369,9,1.000000,0.0000,0.000000
54546616,52.55,5.843,16573318.64,0.929761,0,24.57,2601.368489,0.00038441,9,1.000000,0.0000,0.000000
3548080,502.97,12.315,44448459.82,3622.253176,0,19.66,6976.684950,0.00014333,9,1.000000,0.0000,0.000000
3694529,54.14,12.246,37725765.44,4.468125,0,24.50,5921.482567,0.00016888,9,1.000000,0.0000,0.000000
3773650,198.40,16.332,68982883.49,391.038858,0,21.68,10827.638281,0.00009236,9,1.000000,0.0000,0.000000
3799826,30.87,10.149,31867610.46,0.568857,0,25.72,5001.979353,0.00019992,9,1.000000,0.0000,0.000000
54111243,56.17,9.928,27652727.83,3.279605,0,24.42,4340.406189,0.00023039,9,1.000000,0.0000,0.000000
54203700,35.28,18.535,74315176.81,2.832221,0,25.43,11664.601602,0.00008573,9,1.000000,0.0000,0.000000
54219289,33.23,12.161,33930277.58,1.018782,0,25.56,5325.738122,0.00018777,9,1.000000,0.0000,0.000000
54278143,29.62,6.105,56607418.77,0.181750,0,25.81,8885.170110,0.00011255,9,1.000000,0.0000,0.000000
54316690,21.26,18.010,67934517.71,0.585016,0,26.53,10663.085499,0.00009378,9,1.000000,0.0000,0.000000
