id,name,diameter_meters,diameter_km,is_hazardous,is_sentry_object,absolute_magnitude_h,latest_approach_date,latest_velocity_km_s,latest_distance_km,total_approaches,nasa_jpl_url,orbit_id,orbit_uncertainty,minimum_orbit_intersection,eccentricity,semi_major_axis,inclination,orbital_period,perihelion_distance,aphelion_distance,mean_anomaly,mean_motion,orbit_class_type,orbit_class_description,orbit_class_range,estimated_mass_kg,kinetic_energy_mt,potential_crater_km,threat_category
3454734,(2009 FX4),35.77,0.0358,false,false,25.4,2025-09-21,6.9547771899,66602225.36911039,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3454734,,,,,,,,,,,,,,,71903119,0.4156,0.91,MINIMAL
3772995,(2017 FX101),36.10,0.0361,false,false,25.38,2025-09-21,11.6520677452,52160533.77581958,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3772995,,,,,,,,,,,,,,,73917578,1.1993,1.19,LOCAL
3835873,(2018 VE),9.85,0.0099,false,false,28.2,2025-09-21,9.2822181056,37175528.284964755,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3835873,,,,,,,,,,,,,,,1502269,0.0155,0.40,MINIMAL
3838859,(2019 DJ1),18.77,0.0188,false,false,26.8,2025-09-21,8.5385506282,22825861.671806578,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3838859,,,,,,,,,,,,,,,10393163,0.0906,0.62,MINIMAL
3869331,(2019 SB6),18.95,0.0189,false,false,26.78,2025-09-21,5.5073892796,25833246.337190542,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3869331,,,,,,,,,,,,,,,10684341,0.0387,0.50,MINIMAL
3989344,(2020 BZ14),66.00,0.0660,false,false,24.07,2025-09-21,4.304246077,49346262.57733312,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989344,,,,,,,,,,,,,,,451593547,0.9998,1.13,MINIMAL
54326957,(2022 VM2),30.45,0.0304,false,false,25.75,2025-09-21,1.5515080986,40129989.12844712,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54326957,,,,,,,,,,,,,,,44335104,0.0128,0.38,MINIMAL
54327900,(2022 WL2),13.98,0.0140,false,false,27.44,2025-09-21,12.7407648462,41652887.935234055,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54327900,,,,,,,,,,,,,,,4292870,0.0833,0.61,MINIMAL
54483147,(2024 SK3),65.70,0.0657,false,false,24.08,2025-09-21,21.4887812259,26778033.166194454,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54483147,,,,,,,,,,,,,,,445397451,24.5782,2.53,REGIONAL
54539969,(2025 PJ1),159.05,0.1591,false,false,22.16,2025-09-21,11.8494920146,4444966.011735449,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54539969,,,,,,,,,,,,,,,6320446035,106.0536,3.64,CONTINENTAL
54541716,(2025 QT4),47.16,0.0472,false,false,24.8,2025-09-21,7.0244541717,13984159.388272414,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541716,,,,,,,,,,,,,,,164720529,0.9713,1.13,MINIMAL
54545771,(2025 RE6),10.21,0.0102,false,false,28.123,2025-09-21,13.3908888216,2080642.705454125,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545771,,,,,,,,,,,,,,,1670889,0.0358,0.49,MINIMAL
54546137,(2025 SO1),34.89,0.0349,false,false,25.454,2025-09-21,11.3724489603,3699466.837959895,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546137,,,,,,,,,,,,,,,66734088,1.0314,1.14,LOCAL
54546141,(2025 ST1),14.45,0.0145,false,false,27.368,2025-09-21,8.046351957,1865967.353478418,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546141,,,,,,,,,,,,,,,4741849,0.0367,0.50,MINIMAL
54546472,(2025 SY2),88.50,0.0885,false,false,23.433,2025-09-21,11.3948263279,11983074.041827036,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546472,,,,,,,,,,,,,,,1088799036,16.8943,2.30,REGIONAL
54546624,(2025 SX3),66.12,0.0661,false,false,24.066,2025-09-21,12.6522009731,10679297.06954604,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546624,,,,,,,,,,,,,,,454096054,8.6868,1.95,LOCAL
54546910,(2025 SN4),33.86,0.0339,false,false,25.519,2025-09-21,10.6479766852,720935.906631543,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546910,,,,,,,,,,,,,,,61002513,0.8265,1.08,MINIMAL
54546921,(2025 SC5),73.85,0.0738,false,true,23.826,2025-09-21,12.8837121885,1136292.582552316,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546921,,,,,,,,,,,,,,,632627006,12.5490,2.14,REGIONAL
54546922,(2025 SD5),14.93,0.0149,false,false,27.297,2025-09-21,6.5214733045,838935.564932273,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546922,,,,,,,,,,,,,,,5230554,0.0266,0.46,MINIMAL
54194978,(2021 RU7),87.00,0.0870,false,false,23.47,2025-09-14,12.3311187211,48514406.17808648,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54194978,,,,,,,,,,,,,,,1034541049,18.7988,2.36,REGIONAL
54300300,(2022 QS33),49.61,0.0496,false,false,24.69,2025-09-14,13.9960446382,62724404.46490612,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54300300,,,,,,,,,,,,,,,191755455,4.4889,1.65,LOCAL
54384198,(2023 RA16),56.17,0.0562,false,false,24.42,2025-09-14,14.3100909741,27771200.365230404,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54384198,,,,,,,,,,,,,,,278450324,6.8141,1.83,LOCAL
54385785,(2023 SP2),9.72,0.0097,false,false,28.23,2025-09-14,3.3579826863,11295693.730305204,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54385785,,,,,,,,,,,,,,,1441278,0.0019,0.24,MINIMAL
54430721,(2024 EP3),48.70,0.0487,false,false,24.73,2025-09-14,12.9994958655,37717020.2749494,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54430721,,,,,,,,,,,,,,,181446137,3.6642,1.57,LOCAL
54468782,(2024 RL4),29.08,0.0291,false,false,25.85,2025-09-14,12.8990271342,28311892.500283524,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54468782,,,,,,,,,,,,,,,38614261,0.7678,1.06,MINIMAL
54524508,(2025 FR5),333.84,0.3338,true,false,20.55,2025-09-14,13.0985598725,23076818.47160084,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54524508,,,,,,,,,,,,,,,58445049070,1198.3210,6.68,GLOBAL
54541107,(2025 QR1),190.35,0.1903,true,false,21.77,2025-09-14,8.7474268651,7547040.937783323,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541107,,,,,,,,,,,,,,,10832974668,99.0573,3.58,REGIONAL
54541327,(2025 QD2),36.10,0.0361,false,false,25.38,2025-09-14,5.6454276096,9113539.6398675,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54541327,,,,,,,,,,,,,,,73917578,0.2815,0.83,MINIMAL
54542170,(2025 QV6),48.93,0.0489,false,false,24.72,2025-09-14,6.8577125118,6932393.614676791,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542170,,,,,,,,,,,,,,,183970305,1.0339,1.14,LOCAL
54542767,(2025 QD12),60.47,0.0605,false,false,24.26,2025-09-14,7.950725897,17312417.542284895,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542767,,,,,,,,,,,,,,,347334344,2.6239,1.44,LOCAL
54543832,(2025 RJ),59.37,0.0594,false,false,24.3,2025-09-14,11.7351948275,11359188.511695672,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54543832,,,,,,,,,,,,,,,328660663,5.4089,1.73,LOCAL
54545003,(2025 RN2),66.92,0.0669,false,false,24.04,2025-09-14,16.3454529091,4609009.650454129,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545003,,,,,,,,,,,,,,,470703825,15.0287,2.23,REGIONAL
54545004,(2025 RO2),32.93,0.0329,false,false,25.58,2025-09-14,13.7531027315,477047.306999041,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545004,,,,,,,,,,,,,,,56072217,1.2674,1.20,LOCAL
54545150,(2025 RY2),23.31,0.0233,false,false,26.33,2025-09-14,4.2533716303,3676179.595767623,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545150,,,,,,,,,,,,,,,19895173,0.0430,0.52,MINIMAL
54545431,(2025 SB),21.65,0.0217,false,false,26.49,2025-09-14,9.562777767,2009901.148924478,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545431,,,,,,,,,,,,,,,15949524,0.1743,0.73,MINIMAL
54545758,(2025 RK5),31.21,0.0312,false,false,25.696,2025-09-14,5.1486411753,9334761.020639732,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545758,,,,,,,,,,,,,,,47769174,0.1513,0.71,MINIMAL
54546460,(2025 SN2),9.75,0.0097,false,false,28.223,2025-09-14,11.7886942601,522339.273884288,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546460,,,,,,,,,,,,,,,1455284,0.0242,0.45,MINIMAL
54547729,(2025 SQ10),127.16,0.1272,false,false,22.646,2025-09-14,15.7961007862,6891371.096202409,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547729,,,,,,,,,,,,,,,3229592498,96.2999,3.55,REGIONAL
2455594,455594 (2004 SV55),1120.84,1.1208,false,false,17.92,2025-09-18,32.3829797962,24770367.802316487,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2455594,,,,,,,,,,,,,,,2211809543400,277178.5853,26.04,GLOBAL
3552654,(2010 WU8),62.16,0.0622,false,false,24.2,2025-09-18,6.9816690496,9322729.148191584,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3552654,,,,,,,,,,,,,,,377352931,2.1981,1.38,LOCAL
3728565,(2015 SO2),71.37,0.0714,false,false,23.9,2025-09-18,16.3494823018,64943242.107277155,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3728565,,,,,,,,,,,,,,,571146773,18.2446,2.35,REGIONAL
54209306,(2021 TL14),18.01,0.0180,false,false,26.89,2025-09-18,8.6621663629,27862112.71120491,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54209306,,,,,,,,,,,,,,,9177993,0.0823,0.61,MINIMAL
54385810,(2023 SP3),20.21,0.0202,false,false,26.64,2025-09-18,8.2476883539,34842242.09365169,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54385810,,,,,,,,,,,,,,,12964260,0.1054,0.65,MINIMAL
54481742,(2024 SJ1),19.57,0.0196,false,false,26.71,2025-09-18,22.3622210115,59559718.22264885,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54481742,,,,,,,,,,,,,,,11769221,0.7033,1.04,MINIMAL
54525863,(2025 FA22),201.16,0.2012,true,false,21.65,2025-09-18,10.7855582952,842056.146580899,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54525863,,,,,,,,,,,,,,,12786383547,177.7507,4.14,CONTINENTAL
54542748,(2025 QB11),174.40,0.1744,false,false,21.96,2025-09-18,21.2748242659,26277627.543055106,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542748,,,,,,,,,,,,,,,8331970576,450.6693,5.23,CONTINENTAL
54544994,(2025 RC2),22.99,0.0230,false,false,26.36,2025-09-18,18.5552854359,1615208.381907444,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544994,,,,,,,,,,,,,,,19087442,0.7853,1.07,MINIMAL
54545168,(2025 RT3),15.95,0.0159,false,true,27.154,2025-09-18,15.1011483738,1021110.001741556,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545168,,,,,,,,,,,,,,,6373056,0.1737,0.73,MINIMAL
54545768,(2025 RB6),23.08,0.0231,false,false,26.352,2025-09-18,6.2654604658,14003888.534885459,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545768,,,,,,,,,,,,,,,19299574,0.0905,0.62,MINIMAL
54545440,(2025 SC),4.10,0.0041,false,false,30.106,2025-09-18,3.2082730079,465032.488708074,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545440,,,,,,,,,,,,,,,107931,0.0001,0.12,MINIMAL
54546474,(2025 SZ2),34.08,0.0341,false,false,25.505,2025-09-18,12.3433702425,5114127.112825508,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546474,,,,,,,,,,,,,,,62193891,1.1324,1.17,LOCAL
54546912,(2025 SP4),74.36,0.0744,false,false,23.811,2025-09-18,21.7359703562,6911605.988334562,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546912,,,,,,,,,,,,,,,645873889,36.4657,2.79,REGIONAL
54548710,(2025 SZ20),27.07,0.0271,false,false,26.005,2025-09-18,8.9886983128,7857239.855438202,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54548710,,,,,,,,,,,,,,,31170784,0.3010,0.84,MINIMAL
2467917,467917 (2011 OP24),460.83,0.4608,false,false,19.85,2025-09-17,18.7536870046,21791191.6852944,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2467917,,,,,,,,,,,,,,,153726141854,6460.9947,10.17,GLOBAL
3082930,(2001 SY269),215.55,0.2155,true,false,21.5,2025-09-17,27.3870435836,54717982.98058141,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3082930,,,,,,,,,,,,,,,15730688369,1409.9911,6.95,GLOBAL
3401426,(2008 CH1),205.85,0.2058,false,false,21.6,2025-09-17,18.6255167305,45154315.467311375,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3401426,,,,,,,,,,,,,,,13700856814,567.9927,5.54,CONTINENTAL
3735181,(2015 VO142),7.14,0.0071,false,true,28.9,2025-09-17,2.8507556026,21544787.507719126,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3735181,,,,,,,,,,,,,,,571147,0.0006,0.17,MINIMAL
3843622,(2019 QU2),155.43,0.1554,false,false,22.21,2025-09-17,19.7769620422,15199161.768141204,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3843622,,,,,,,,,,,,,,,5898583445,275.7054,4.62,CONTINENTAL
54132075,(2021 FS),11.16,0.0112,false,false,27.93,2025-09-17,5.650129469,41993988.89594037,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54132075,,,,,,,,,,,,,,,2181462,0.0083,0.34,MINIMAL
54310914,(2022 SK37),107.04,0.1070,false,false,23.02,2025-09-17,6.238625047,24252780.370134667,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54310914,,,,,,,,,,,,,,,1926405580,8.9599,1.96,LOCAL
54329621,(2022 WX5),43.01,0.0430,false,false,25,2025-09-17,5.4449678803,62638450.64505128,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54329621,,,,,,,,,,,,,,,124953299,0.4427,0.93,MINIMAL
54340431,(2023 BV7),36.77,0.0368,false,false,25.34,2025-09-17,7.2986918241,69702013.9310719,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54340431,,,,,,,,,,,,,,,78117391,0.4973,0.95,MINIMAL
54524973,(2025 FS10),45.66,0.0457,false,false,24.87,2025-09-17,6.4471290991,21610841.08587701,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54524973,,,,,,,,,,,,,,,149536678,0.7428,1.05,MINIMAL
54546408,(2025 SA2),16.79,0.0168,false,false,27.042,2025-09-17,7.0620951723,5859432.048726654,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546408,,,,,,,,,,,,,,,7439568,0.0443,0.52,MINIMAL
54546623,(2025 SW3),32.04,0.0320,false,false,25.639,2025-09-17,8.1153750097,8098050.179699714,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546623,,,,,,,,,,,,,,,51683002,0.4068,0.91,MINIMAL
54547381,(2025 ST7),22.05,0.0220,false,false,26.451,2025-09-17,10.3421182191,4091144.115831978,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547381,,,,,,,,,,,,,,,16832465,0.2152,0.77,MINIMAL
54548208,(2025 SS14),34.43,0.0344,false,false,25.483,2025-09-17,11.1298851931,5984029.197491189,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54548208,,,,,,,,,,,,,,,64113240,0.9491,1.12,MINIMAL
3092339,(2001 SQ263),142.41,0.1424,false,false,22.4,2025-09-16,12.0206407483,18321891.35794445,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3092339,,,,,,,,,,,,,,,4536780082,78.3396,3.38,REGIONAL
3467261,(2009 SL2),149.12,0.1491,false,false,22.3,2025-09-16,20.1875872728,55651517.40187902,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3467261,,,,,,,,,,,,,,,5208920481,253.6851,4.53,CONTINENTAL
3520758,(2010 HX107),84.24,0.0842,false,false,23.54,2025-09-16,11.9429870905,58774835.53962242,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3520758,,,,,,,,,,,,,,,939177604,16.0085,2.27,REGIONAL
3836314,(2018 WX1),63.91,0.0639,false,false,24.14,2025-09-16,8.2556314574,66616228.91156556,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3836314,,,,,,,,,,,,,,,409965893,3.3391,1.53,LOCAL
54110086,(2021 CB2),39.22,0.0392,false,false,25.2,2025-09-16,8.6010060946,51663070.56326569,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54110086,,,,,,,,,,,,,,,94786771,0.8380,1.09,MINIMAL
54217963,(2021 VA6),7.30,0.0073,false,false,28.85,2025-09-16,14.6670964949,48121744.09743619,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54217963,,,,,,,,,,,,,,,611995,0.0157,0.40,MINIMAL
54230077,(2021 XC6),9.41,0.0094,false,false,28.3,2025-09-16,23.1973737517,71354486.82824083,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54230077,,,,,,,,,,,,,,,1308422,0.0841,0.61,MINIMAL
54308062,(2022 SY11),56.17,0.0562,false,false,24.42,2025-09-16,20.3512816134,54905909.85940644,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54308062,,,,,,,,,,,,,,,278450324,13.7819,2.19,REGIONAL
54379927,(2023 RJ),50.07,0.0501,false,false,24.67,2025-09-16,18.5694615389,22783817.923472643,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54379927,,,,,,,,,,,,,,,197127733,8.1232,1.92,LOCAL
54386824,(2023 RA35),59.37,0.0594,false,false,24.3,2025-09-16,8.8116948226,50971994.51116444,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54386824,,,,,,,,,,,,,,,328660663,3.0496,1.50,LOCAL
54393981,(2023 TQ15),28.68,0.0287,false,false,25.88,2025-09-16,3.1242646533,67455247.12932101,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54393981,,,,,,,,,,,,,,,37046546,0.0432,0.52,MINIMAL
54412460,(2023 XH),19.75,0.0197,false,false,26.69,2025-09-16,5.4444996643,34225203.65803023,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54412460,,,,,,,,,,,,,,,12098951,0.0429,0.52,MINIMAL
54542536,(2025 QK9),63.61,0.0636,false,false,24.15,2025-09-16,8.4089331535,1594003.332628554,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54542536,,,,,,,,,,,,,,,404340950,3.4167,1.54,LOCAL
54543086,(2025 QP13),93.66,0.0937,false,false,23.31,2025-09-16,12.9257612386,14970521.081006324,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54543086,,,,,,,,,,,,,,,1290469450,25.7655,2.56,REGIONAL
54544995,(2025 RD2),17.52,0.0175,false,false,26.95,2025-09-16,6.1228416247,1122719.433169133,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544995,,,,,,,,,,,,,,,8447880,0.0378,0.50,MINIMAL
54545152,(2025 RZ2),27.61,0.0276,false,false,25.962,2025-09-16,18.9958527798,203154.386173184,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545152,,,,,,,,,,,,,,,33078646,1.4264,1.24,LOCAL
54545785,(2025 SU),8.92,0.0089,false,true,28.416,2025-09-16,10.2647774598,267419.087961394,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545785,,,,,,,,,,,,,,,1114674,0.0140,0.39,MINIMAL
54546138,(2025 SQ1),32.06,0.0321,false,false,25.638,2025-09-16,10.5515618004,11945578.891529383,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546138,,,,,,,,,,,,,,,51754454,0.6886,1.03,MINIMAL
54546402,(2025 SX1),9.19,0.0092,false,false,28.352,2025-09-16,10.8631066436,125564.343873446,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546402,,,,,,,,,,,,,,,1217721,0.0172,0.41,MINIMAL
54546410,(2025 SG2),31.26,0.0313,false,false,25.693,2025-09-16,8.8616952742,6004486.062942848,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546410,,,,,,,,,,,,,,,47967571,0.4502,0.93,MINIMAL
54547727,(2025 SB9),4.07,0.0041,false,true,30.122,2025-09-16,10.3508117573,670296.758360377,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547727,,,,,,,,,,,,,,,105572,0.0014,0.22,MINIMAL
54548201,(2025 SJ12),10.10,0.0101,false,false,28.146,2025-09-16,13.4924760244,1709152.403516434,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54548201,,,,,,,,,,,,,,,1618631,0.0352,0.49,MINIMAL
3467394,(2009 SG18),1298.80,1.2988,true,false,17.6,2025-09-15,34.3334763482,17071549.06933131,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3467394,,,,,,,,,,,,,,,3441499633186,484798.8870,29.94,GLOBAL
3831725,(2018 TS4),12.99,0.0130,false,false,27.6,2025-09-15,9.7960323936,39846277.590780415,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3831725,,,,,,,,,,,,,,,3441500,0.0395,0.51,MINIMAL
3836201,(2018 VL7),277.68,0.2777,false,false,20.95,2025-09-15,8.7405477887,26464279.758269016,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3836201,,,,,,,,,,,,,,,33631615375,307.0459,4.75,CONTINENTAL
54016324,(2020 FN3),57.22,0.0572,false,false,24.38,2025-09-15,4.4688151018,21758492.98678405,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54016324,,,,,,,,,,,,,,,294271178,0.7023,1.04,MINIMAL
54175298,(2021 OC1),17.85,0.0178,false,false,26.91,2025-09-15,16.215656017,36477484.80182698,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54175298,,,,,,,,,,,,,,,8927867,0.2805,0.83,MINIMAL
54202331,(2021 TC1),36.77,0.0368,false,false,25.34,2025-09-15,4.8118625526,25270248.695967026,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202331,,,,,,,,,,,,,,,78117391,0.2161,0.77,MINIMAL
54384760,(2023 SZ),28.81,0.0288,false,false,25.87,2025-09-15,6.6173683729,20571612.85226593,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54384760,,,,,,,,,,,,,,,37561915,0.1966,0.76,MINIMAL
54391019,(2023 TP1),49.84,0.0498,false,false,24.68,2025-09-15,22.514990059,66927584.92386553,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54391019,,,,,,,,,,,,,,,194423039,11.7779,2.10,REGIONAL
54544999,(2025 RJ2),4.67,0.0047,false,false,29.82,2025-09-15,5.427888187,301283.393235637,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54544999,,,,,,,,,,,,,,,160231,0.0006,0.17,MINIMAL
54545165,(2025 RP3),4.94,0.0049,false,true,29.698,2025-09-15,10.7834833244,121308.119914289,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545165,,,,,,,,,,,,,,,189648,0.0026,0.26,MINIMAL
54545766,(2025 RA6),16.86,0.0169,false,false,27.034,2025-09-15,7.0340907889,5691359.844087383,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545766,,,,,,,,,,,,,,,7522249,0.0445,0.52,MINIMAL
54545781,(2025 SR),34.62,0.0346,false,false,25.471,2025-09-15,14.4302029905,6770491.993059706,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54545781,,,,,,,,,,,,,,,65185009,1.6221,1.28,LOCAL
54546136,(2025 SP1),60.19,0.0602,false,false,24.27,2025-09-15,34.7027175596,14282074.735062871,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546136,,,,,,,,,,,,,,,342568738,49.3007,3.01,REGIONAL
54546477,(2025 SC3),13.71,0.0137,false,false,27.482,2025-09-15,12.5380889091,1311243.58149014,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54546477,,,,,,,,,,,,,,,4050865,0.0761,0.60,MINIMAL
54547733,(2025 SW10),327.90,0.3279,true,false,20.589,2025-09-15,21.6103611162,27991447.654431917,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54547733,,,,,,,,,,,,,,,55379333879,3090.6520,8.46,GLOBAL
2162117,162117 (1998 SD15),639.06,0.6391,false,false,19.14,2025-09-19,17.2052273398,20499209.53267675,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2162117,,,,,,,,,,,,,,,409965893366,14502.6340,12.45,GLOBAL
3005969,(1994 WR12),142.41,0.1424,false,false,22.4,2025-09-19,7.6584964269,59783126.03613028,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3005969,,,,,,,,,,,,,,,4536780082,31.7990,2.69,REGIONAL
3607823,(2012 QL14),54.64,0.0546,false,false,24.48,2025-09-19,12.6733944191,30160436.264641978,1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3607823,,,,,,,,,,,,,,,256299482,4.9194,1.69,LOCAL
